OrderID,OrderDate,CustomerID,CustomerName,Segment,Country,Region,Category,Product,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus
ORD-105499,2024-06-05,CUST-00522,Fatima Dubois,Small Business,Germany,Europe,Apparel,Denim Jacket,2,79.78,0.0,4.37,Credit Card,Returned
ORD-101883,2024-10-05,CUST-00466,Tom Brown,Consumer,Brazil,South America,Apparel,T-Shirt,1,73.86,0.0,24.19,PayPal,Completed
ORD-100478,2024-06-05,CUST-00120,Ines Khan,Consumer,Spain,Europe,Electronics,Smartphone Case,1,60.44,0.0,23.93,Bank Transfer,Completed
ORD-106401,2023-10-10,CUST-00327,Emma Kumar,Consumer,Mexico,South America,Electronics,Laptop Stand,2,117.57,0.0,14.57,Gift Card,Completed
ORD-102383,2024-08-06,CUST-00138,John Muller,Consumer,Australia,Oceania,Beauty,Sunscreen SPF50,2,41.12,0.0,23.35,Credit Card,Completed
ORD-106756,2024-01-12,CUST-00206,Fatima Tanaka,Small Business,United Kingdom,Europe,Home & Kitchen,Blender,1,50.42,0.15,3.38,Credit Card,Completed
ORD-102360,2023-11-04,CUST-00027,,Small Business,Italy,Europe,Office,Notebook Set,2,43.4,0.0,24.22,Credit Card,Completed
ORD-100426,2024-01-02,CUST-00547,Robert Jones,Small Business,India,Asia,Sports & Outdoors,Water Bottle,1,59.54,0.05,22.06,PayPal,Completed
ORD-105444,2023-02-24,CUST-00603,Lucas Johnson,Consumer,United Kingdom,Europe,Sports & Outdoors,Resistance Bands,1,57.62,0.0,22.53,Credit Card,Completed
ORD-102256,2024-08-04,CUST-00636,Michael Rodriguez,Consumer,United States,North America,Beauty,Sunscreen SPF50,1,50.89,0.0,12.74,PayPal,Completed
ORD-101334,2023-07-18,CUST-00440,Robert Smith,Small Business,Australia,Oceania,Electronics,Headphones,1,75.27,0.0,20.69,PayPal,Completed
ORD-100200,2024-05-22,CUST-00016,Sofia Costa,,United Kingdom,Europe,Electronics,Headphones,4,164.69,0.05,22.18,PayPal,Completed
ORD-105160,2024-08-29,CUST-00146,Sofia Jones,Consumer,Germany,Europe,Office,Wireless Mouse,1,63.38,0.1,14.37,Credit Card,Cancelled
ORD-101939,2023-11-01,CUST-00813,Mary Zhang,Small Business,Germany,Europe,Sports & Outdoors,Resistance Bands,1,148.1,0.1,17.43,Credit Card,Completed
ORD-100144,2024-08-23,CUST-00838,Yuki Rodriguez,Consumer,United States,North America,Home & Kitchen,Coffee Maker,1,105.56,0.0,15.99,Bank Transfer,Completed
ORD-103821,2024-04-14,CUST-00681,Ines Garcia,Small Business,Spain,Europe,Sports & Outdoors,Hiking Backpack,4,155.25,0.0,6.88,Bank Transfer,Completed
ORD-104346,2024-05-28,CUST-00559,Patricia Khan,Enterprise,India,Asia,Electronics,USB-C Cable,1,49.29,0.0,8.11,Debit Card,Completed
ORD-106190,2024-07-27,CUST-00025,Grace Rossi,Consumer,United States,North America,Beauty,Shampoo,2,19.59,0.0,23.77,Debit Card,Completed
ORD-100305,2024-05-16,CUST-00152,Ahmed Brown,Consumer,United States,North America,Home & Kitchen,Storage Bin,1,95.18,0.0,21.84,Debit Card,Completed
ORD-101455,2023-11-29,CUST-00193,Ahmed Dubois,Consumer,Australia,Oceania,Apparel,Wool Socks,1,39.72,0.0,9.95,Credit Card,Completed
ORD-104789,2023-10-15,CUST-00158,Ines Martinez,Consumer,United States,North America,Home & Kitchen,Blender,2,21.84,0.2,4.21,PayPal,Completed
ORD-104514,2024-02-06,CUST-00382,Ines Costa,Consumer,United Kingdom,Europe,Apparel,Running Shoes,1,43.6,0.0,2.9,Credit Card,Completed
ORD-100912,2024-01-12,CUST-00331,Mia Silva,Small Business,Japan,Asia,Home & Kitchen,Coffee Maker,1,105.35,0.0,,Debit Card,Completed
ORD-106483,2024-03-27,CUST-00116,Grace Khan,Enterprise,Canada,North America,Beauty,Shampoo,1,19.89,0.0,10.48,Credit Card,Completed
ORD-102597,2023-07-18,CUST-00597,Mia Rossi,Consumer, india ,Asia,Apparel,Running Shoes,2,29.57,0.0,15.18,PayPal,Completed
ORD-104682,2024-07-10,CUST-00161,John Rodriguez,Consumer,FRANCE,Europe,Apparel,T-Shirt,1,16.16,0.0,12.88,Credit Card,Completed
ORD-102310,2024-07-05,CUST-00724,Ana Kumar,, canada ,North America,Apparel,Baseball Cap,1,30.83,0.1,3.32,Debit Card,Completed
ORD-102113,2024-06-13,CUST-00817,Chen Zhang,Consumer,Italy,Europe,Electronics,Laptop Stand,1,183.75,0.0,18.99,PayPal,Completed
ORD-106576,2024-08-23,CUST-00188,David Jones,Small Business,Spain,Europe,Office,Notebook Set,1,17.53,0.0,3.01,Gift Card,Completed
ORD-100594,2024-07-19,CUST-00309,Emma Brown,Consumer,United States,North America,Beauty,Shampoo,3,34.45,0.0,5.44,Credit Card,Completed
ORD-103571,2024-04-05,CUST-00285,Ines Rossi,Enterprise,United States,North America,Electronics,Headphones,2,105.78,0.0,13.46,Credit Card,Completed
ORD-103534,2023-07-29,CUST-00717,Sofia Khan,Consumer,Italy,Europe,Home & Kitchen,Storage Bin,2,107.59,0.0,12.62,Bank Transfer,Completed
ORD-101289,2024-08-22,CUST-00803,Emma Zhang,Consumer,United Kingdom,Europe,Apparel,Wool Socks,1,76.67,0.15,16.91,Debit Card,Completed
ORD-101656,2024-02-01,CUST-00551,Mia Garcia,Consumer,Canada,North America,Home & Kitchen,Blender,1,89.53,0.0,2.39,Bank Transfer,Completed
ORD-105009,2024-08-15,CUST-00790,Fatima Rodriguez,Consumer,FRANCE,Europe,Apparel,Denim Jacket,1,42.42,0.0,10.51,PayPal,Completed
ORD-105500,2024-06-25,CUST-00114,Emma Dubois,Consumer,Brazil,South America,Beauty,Face Serum,1,17.0,0.1,11.66,PayPal,Completed
ORD-102132,2024-05-11,CUST-00834,Yuki Martinez,Consumer,India,Asia,Sports & Outdoors,Camping Tent,1,160.51,0.1,16.2,Credit Card,Completed
ORD-100766,2023-12-22,CUST-00164,Wei Zhang,Small Business,Italy,Europe,Beauty,Lip Balm,1,33.48,0.0,23.81,Debit Card,Completed
ORD-106875,2024-01-21,CUST-00239,David Khan,Consumer,France,Europe,Home & Kitchen,Storage Bin,2,124.01,0.0,10.85,PayPal,Completed
ORD-106012,2024-01-18,CUST-00771,Lucas Nakamura,,United Kingdom,Europe,Home & Kitchen,Cutting Board,1,111.11,0.05,13.49,Credit Card,Completed
ORD-100147,2024-01-19,CUST-00188,David Jones,Small Business,Spain,Europe,Apparel,Baseball Cap,1,29.11,0.0,10.52,Credit Card,Completed
ORD-100395,2024-05-08,CUST-00365,Mia Garcia,Consumer,France,Europe,Beauty,Face Serum,1,12.68,0.0,21.43,Debit Card,Completed
ORD-105435,2023-11-24,CUST-00535,David Muller,Small Business,Canada,North America,Electronics,Headphones,1,161.85,0.15,20.47,Bank Transfer,Completed
ORD-103809,2023-12-07,CUST-00379,Patricia Nakamura,Consumer,Germany,Europe,Electronics,Bluetooth Speaker,1,201.07,0.0,24.77,Credit Card,Completed
ORD-100046,2023-09-24,CUST-00167,Emma Davis,Consumer,India,Asia,Electronics,Smartphone Case,3,65.83,0.05,24.31,Credit Card,Completed
ORD-103495,2024-10-15,CUST-00118,,Consumer,France,Europe,Sports & Outdoors,Resistance Bands,1,32.04,0.1,7.46,PayPal,Completed
ORD-105185,2024-04-14,CUST-00019,Liam Tanaka,Small Business,Germany,Europe,Home & Kitchen,Storage Bin,1,62.33,0.0,5.31,Credit Card,Completed
ORD-103337,2024-07-10,CUST-00429,Priya Dubois,Enterprise,United Kingdom,Europe,Electronics,Headphones,1,22.18,0.0,18.71,PayPal,Returned
ORD-104418,2024-02-11,CUST-00540,Olivia Zhang,Enterprise,United States,North America,Apparel,Wool Socks,2,35.72,0.0,7.48,Credit Card,Completed
ORD-102160,2024-11-13,CUST-00639,Yuki Brown,Consumer,Italy,Europe,Sports & Outdoors,Water Bottle,1,23.29,0.0,5.18,PayPal,Completed
ORD-101958,2024-04-21,CUST-00015,Lucas Tanaka,,Singapore,Asia,Sports & Outdoors,Resistance Bands,1,16.0,0.0,10.86,Debit Card,Cancelled
ORD-104953,2024-07-02,CUST-00814,Yuki Khan,Enterprise,United States,North America,Beauty,Sunscreen SPF50,5,15.48,0.0,17.7,Debit Card,Completed
ORD-102185,2024-07-15,CUST-00467,Raj Zhang,Consumer,Germany,Europe,Electronics,Bluetooth Speaker,1,174.48,0.1,6.27,Debit Card,Completed
ORD-105307,2024-03-14,CUST-00024,Wei Rodriguez,Consumer,United Kingdom,Europe,Home & Kitchen,Cutting Board,1,32.35,0.1,24.86,Credit Card,Completed
ORD-106869,2023-08-17,CUST-00295,Olivia Dubois,Consumer,United States,North America,Beauty,Shampoo,1,24.71,0.0,23.64,Debit Card,Completed
ORD-105699,2024-10-17,CUST-00847,Elizabeth Smith,Consumer,Germany,Europe,Beauty,Shampoo,1,20.86,0.0,15.59,Debit Card,Completed
ORD-103498,2023-07-25,CUST-00222,Yuki Johnson,,India,Asia,Home & Kitchen,Storage Bin,1,48.71,0.15,11.28,Credit Card,Completed
ORD-102072,2024-10-10,CUST-00468,Grace Johnson,Enterprise,United Kingdom,Europe,Beauty,Sunscreen SPF50,1,22.71,0.0,12.54,Credit Card,Completed
ORD-101368,2024-09-14,CUST-00688,Grace Garcia,Consumer,United States,North America,Apparel,Running Shoes,1,58.4,0.0,12.92,Credit Card,Completed
ORD-103096,2023-06-10,CUST-00544,,Consumer,Australia,Oceania,Sports & Outdoors,Yoga Mat,1,129.14,0.0,9.58,Credit Card,Completed
ORD-102365,2024-03-22,CUST-00140,Chen Khan,Consumer, brazil ,South America,Home & Kitchen,Storage Bin,1,16.53,0.0,7.56,Credit Card,Completed
ORD-106863,2024-02-14,CUST-00257,John Williams,Small Business,Canada,North America,Sports & Outdoors,Hiking Backpack,1,161.5,0.2,19.24,Credit Card,Completed
ORD-100931,2024-06-27,CUST-00210,Mia Johnson,Consumer,Japan,Asia,Beauty,Lip Balm,1,25.28,0.0,14.83,Bank Transfer,Returned
ORD-103513,2024-03-03,CUST-00198,Yuki Rodriguez,Consumer,Spain,Europe,Home & Kitchen,Blender,1,129.09,0.0,24.92,Credit Card,Completed
ORD-102976,2024-09-07,CUST-00588,Fatima Brown,Consumer,United States,North America,Sports & Outdoors,Camping Tent,1,62.84,0.0,15.61,PayPal,Completed
ORD-106375,2023-09-21,CUST-00605,Fatima Tanaka,Consumer,Singapore,Asia,Home & Kitchen,Cutting Board,1,55.89,0.0,17.36,Bank Transfer,Completed
ORD-104575,2024-05-22,CUST-00385,Ines Johnson,Consumer,France,Europe,Apparel,Denim Jacket,1,79.68,0.0,19.64,Credit Card,Completed
ORD-103142,2024-10-20,CUST-00744,Patricia Muller,Consumer,Italy,Europe,Office,Pen Pack,2,52.47,0.0,19.29,Credit Card,Completed
ORD-105987,2023-02-12,CUST-00718,John Smith,Small Business,Japan,Asia,Electronics,Laptop Stand,1,173.74,0.1,5.06,Debit Card,Completed
ORD-102582,2024-08-17,CUST-00694,Jennifer Smith,Consumer,United States,North America,Electronics,USB-C Cable,5,32.88,0.05,16.42,Bank Transfer,Completed
ORD-106225,2024-08-04,CUST-00525,Ana Zhang,Small Business,United States,North America,Beauty,Lip Balm,1,18.78,0.1,12.24,Debit Card,Completed
ORD-100607,2024-07-18,CUST-00682,David Dubois,Enterprise,United States,North America,Apparel,Wool Socks,2,74.86,0.0,24.22,Debit Card,Completed
ORD-100075,2023-03-18,CUST-00216,Linda Rossi,Consumer,France,Europe,Home & Kitchen,Cutting Board,1,56.28,0.1,19.48,Debit Card,Completed
ORD-106446,2024-01-22,CUST-00613,Olivia Smith,Consumer,India,Asia,Beauty,Shampoo,1,45.35,0.05,21.37,PayPal,Completed
ORD-101323,2024-07-29,CUST-00194,Priya Miller,Consumer,France,Europe,Sports & Outdoors,Resistance Bands,1,164.94,0.0,19.22,Credit Card,Completed
ORD-105542,2023-08-17,CUST-00118,Jennifer Brown,Consumer,France,Europe,Electronics,Laptop Stand,1,17.8,0.1,9.16,Bank Transfer,Completed
ORD-100114,2024-09-07,CUST-00014,Noah Muller,Consumer,Singapore,Asia,Home & Kitchen,Blender,1,116.67,0.0,12.25,Credit Card,Completed
ORD-103914,2023-05-01,CUST-00087,Raj Johnson,Consumer,United States,North America,Beauty,Sunscreen SPF50,1,57.89,0.05,8.36,Bank Transfer,Completed
ORD-100987,2024-07-14,CUST-00686,James Martinez,Enterprise,Germany,Europe,Sports & Outdoors,Yoga Mat,1,37.0,0.1,5.04,Credit Card,Completed
ORD-106464,2024-03-29,CUST-00496,Lucas Johnson,,Germany,Europe,Electronics,USB-C Cable,1,84.04,0.0,21.2,Credit Card,Completed
ORD-104844,2023-06-18,CUST-00051,Wei Costa,Enterprise,United States,North America,Electronics,USB-C Cable,1,186.53,0.0,15.5,Credit Card,Cancelled
ORD-100223,2023-12-25,CUST-00108,Chen Martinez,Consumer,France,Europe,Electronics,Laptop Stand,1,155.07,0.0,7.76,Debit Card,Completed
ORD-101993,2024-07-07,CUST-00284,Wei Nakamura,Consumer,United States,North America,Home & Kitchen,Blender,1,55.48,0.0,20.47,Bank Transfer,Cancelled
ORD-106027,2024-07-13,CUST-00818,Lucas Tanaka,Small Business,Japan,Asia,Apparel,Running Shoes,-1,88.15,0.0,21.88,Credit Card,Returned
ORD-104132,2024-09-26,CUST-00519,Ines Jones,Small Business, brazil ,South America,Home & Kitchen,Storage Bin,5,123.54,0.0,13.76,Gift Card,Completed
ORD-104927,2023-07-24,CUST-00308,Fatima Costa,Small Business,France,Europe,Home & Kitchen,Storage Bin,1,32.1,0.0,9.87,Credit Card,Completed
ORD-105926,2024-11-27,CUST-00368,Mary Miller,Small Business,Singapore,Asia,Apparel,T-Shirt,1,68.76,0.0,10.24,Credit Card,Completed
ORD-101762,2024-08-03,CUST-00562,Lucas Garcia,Consumer,Canada,North America,Apparel,Denim Jacket,1,16.35,0.0,18.61,Credit Card,Completed
ORD-104444,2024-07-01,CUST-00561,Grace Tanaka,Small Business,India,Asia,Home & Kitchen,Coffee Maker,2,137.73,0.0,10.76,Debit Card,Completed
ORD-104264,2023-10-02,CUST-00343,Wei Dubois,Consumer,India,Asia,Apparel,Baseball Cap,1,29.01,0.05,17.17,PayPal,Completed
ORD-104181,2023-07-06,CUST-00522,Fatima Dubois,Small Business,Germany,Europe,Home & Kitchen,Cutting Board,1,77.43,0.0,20.47,Credit Card,Completed
ORD-104213,2024-08-06,CUST-00009,Yuki Khan,Consumer,GERMANY,Europe,Home & Kitchen,Throw Pillow,1,84.73,0.0,11.64,PayPal,Completed
ORD-104044,2023-07-30,CUST-00164,Wei Zhang,Small Business,Italy,Europe,Office,Desk Organizer,1,66.21,0.0,16.85,Credit Card,Completed
ORD-103457,2023-09-25,CUST-00581,Hiro Jones,Consumer,United States,North America,Electronics,Bluetooth Speaker,2,45.77,0.0,21.19,Credit Card,Completed
ORD-100531,2023-05-10,CUST-00174,Sofia Costa,Small Business,United Kingdom,Europe,Home & Kitchen,Coffee Maker,2,140.23,0.0,24.27,PayPal,Completed
ORD-102591,2024-07-22,CUST-00421,Sofia Smith,Consumer,United Kingdom,Europe,Beauty,Face Serum,1,28.63,0.15,14.72,Gift Card,Completed
ORD-105125,2024-08-03,CUST-00143,Tom Jones,Small Business,United States,North America,Apparel,Baseball Cap,3,85.41,0.1,5.5,Gift Card,Completed
ORD-103955,2024-11-11,CUST-00381,Ana Davis,Small Business,Singapore,Asia,Home & Kitchen,Throw Pillow,1,28.84,0.0,8.91,PayPal,Completed
ORD-103631,2024-06-14,CUST-00153,Priya Nakamura,Consumer, japan ,Asia,Office,Standing Desk Mat,1,23.05,0.05,9.01,Credit Card,Returned
ORD-102522,2024-09-20,CUST-00628,Olivia Silva,Consumer,India,Asia,Beauty,Hair Dryer,1,15.93,0.0,20.9,Debit Card,Returned
ORD-105064,2024-02-14,CUST-00635,James Costa,Consumer,Spain,Europe,Apparel,Denim Jacket,1,39.51,0.05,21.44,Bank Transfer,Completed
ORD-103052,2024-08-05,CUST-00784,Elizabeth Smith,Consumer,Australia,Oceania,Apparel,Baseball Cap,1,77.29,0.0,15.92,Credit Card,Completed
ORD-105568,2024-02-16,CUST-00747,Tom Davis,Consumer,United Kingdom,Europe,Sports & Outdoors,Yoga Mat,2,91.2,0.0,14.77,Gift Card,Returned
ORD-105253,2024-06-06,CUST-00694,Jennifer Smith,Consumer,United States,North America,Electronics,Laptop Stand,1,54.17,0.0,4.34,Gift Card,Returned
ORD-105825,2024-03-10,CUST-00496,Lucas Johnson,Enterprise,Germany,Europe,Home & Kitchen,Storage Bin,1,144.66,0.0,24.08,Debit Card,Completed
ORD-106450,2024-10-08,CUST-00313,Lucas Dubois,Consumer,Australia,Oceania,Apparel,Denim Jacket,3,36.12,0.1,3.98,PayPal,Completed
ORD-105957,2024-01-03,CUST-00508,Elizabeth Kumar,Enterprise,India,Asia,Home & Kitchen,Coffee Maker,2,134.22,0.1,10.64,PayPal,Completed
ORD-106710,2024-02-17,CUST-00621,Mia Zhang,Enterprise,Mexico,South America,Apparel,Running Shoes,2,57.74,0.0,5.78,PayPal,Completed
ORD-103205,2024-08-02,CUST-00377,Hiro Muller,Enterprise,Mexico,South America,Apparel,Wool Socks,1,57.78,0.05,13.48,PayPal,Completed
ORD-105419,2024-02-10,CUST-00366,Wei Rodriguez,Consumer,Japan,Asia,Office,Notebook Set,4,63.01,0.0,5.52,Credit Card,Completed
ORD-101780,2024-01-10,CUST-00617,Elizabeth Rodriguez,Small Business,Canada,North America,Electronics,Laptop Stand,1,138.72,0.0,8.17,Debit Card,Completed
ORD-101026,2023-01-27,CUST-00484,Hiro Jones,Small Business,SPAIN,Europe,Home & Kitchen,Coffee Maker,4,60.63,0.0,14.19,PayPal,Completed
ORD-103779,2024-07-12,CUST-00425,Fatima Davis,Consumer,United States,North America,Home & Kitchen,Coffee Maker,1,27.03,0.0,5.4,Gift Card,Completed
ORD-100082,2024-07-02,CUST-00812,Liam Miller,Small Business,Brazil,South America,Electronics,Headphones,1,71.51,0.0,16.69,PayPal,Completed
ORD-105358,2024-07-22,CUST-00574,Tom Costa,Consumer,Canada,North America,Apparel,Denim Jacket,2,68.14,0.0,21.22,Credit Card,Completed
ORD-102031,2023-08-26,CUST-00341,David Rossi,Small Business,Mexico,South America,Beauty,Lip Balm,1,38.08,0.0,20.04,Debit Card,Completed
ORD-104055,2024-09-07,CUST-00232,Noah Miller,Enterprise,France,Europe,Home & Kitchen,Storage Bin,1,95.68,0.0,13.6,Credit Card,Completed
ORD-101793,2024-06-22,CUST-00458,Emma Dubois,Consumer,Japan,Asia,Office,Pen Pack,1,1234.5325456441415,0.0,22.78,Credit Card,Completed
ORD-105547,2024-07-10,CUST-00437,Grace Johnson,Enterprise,United Kingdom,Europe,Office,Pen Pack,1,14.39,0.05,16.57,Gift Card,Completed
ORD-102717,2024-10-03,CUST-00027,Patricia Zhang,Small Business,Italy,Europe,Beauty,Face Serum,1,45.61,0.15,14.15,Credit Card,Completed
ORD-103820,2024-03-28,CUST-00020,Emma Zhang,Consumer,United States,North America,Office,Pen Pack,1,39.4,0.0,12.8,PayPal,Returned
ORD-102674,2024-04-22,CUST-00205,Ahmed Nakamura,Enterprise,United Kingdom,Europe,Home & Kitchen,Storage Bin,2,42.39,0.0,5.65,PayPal,Completed
ORD-106799,2024-04-25,CUST-00480,Priya Kumar,Enterprise,Mexico,South America,Electronics,USB-C Cable,1,80.72,0.0,4.64,Credit Card,Completed
ORD-104654,2023-07-31,CUST-00777,Patricia Zhang,Consumer,France,Europe,Electronics,Headphones,4,76.3,0.0,4.83,Credit Card,Cancelled
ORD-103502,2024-10-06,CUST-00824,David Miller,Consumer,Australia,Oceania,Electronics,Headphones,1,208.02,0.0,3.32,Credit Card,Completed
ORD-102564,2024-07-14,CUST-00315,Lucas Brown,Consumer,Germany,Europe,Electronics,USB-C Cable,2,15.64,0.0,7.32,PayPal,Completed
ORD-103403,2024-10-05,CUST-00321,Priya Kumar,,United States,North America,Sports & Outdoors,Camping Tent,1,11.21,0.1,9.24,PayPal,Completed
ORD-106923,2024-03-22,CUST-00581,Hiro Jones,Consumer,United States,North America,Apparel,Baseball Cap,2,56.91,0.05,23.1,PayPal,Completed
ORD-101957,2024-09-04,CUST-00674,Elizabeth Davis,Small Business,United States,North America,Electronics,Laptop Stand,1,170.99,0.1,10.52,Credit Card,Completed
ORD-103870,2023-11-29,CUST-00077,John Silva,Consumer,United States,North America,Sports & Outdoors,Camping Tent,1,173.26,0.0,6.97,Gift Card,Completed
ORD-104137,2023-03-09,CUST-00392,Elizabeth Khan,Consumer,India,Asia,Sports & Outdoors,Hiking Backpack,1,171.05,0.0,20.0,PayPal,Returned
ORD-106656,2023-12-12,CUST-00136,Mary Rossi,Consumer,Singapore,Asia,Electronics,Laptop Stand,1,148.36,0.1,23.33,PayPal,Completed
ORD-106178,2023-08-29,CUST-00667,James Costa,Consumer,Singapore,Asia,Beauty,Sunscreen SPF50,2,28.05,0.0,4.62,Credit Card,Completed
ORD-103137,2024-05-28,CUST-00701,Yuki Tanaka,Consumer,Japan,Asia,Electronics,Smartphone Case,2,180.34,0.0,7.45,PayPal,Completed
ORD-100312,2024-10-08,CUST-00649,John Costa,Enterprise,United States,North America,Beauty,Shampoo,2,41.18,0.15,23.35,PayPal,Completed
ORD-101632,2023-10-17,CUST-00316,Jennifer Jones,Small Business,Australia,Oceania,Sports & Outdoors,Resistance Bands,2,153.61,0.0,3.61,Debit Card,Completed
ORD-104261,2024-07-08,CUST-00557,Emma Johnson,Small Business,United Kingdom,Europe,Electronics,Smartphone Case,1,213.09,0.0,17.07,Credit Card,Completed
ORD-102068,2024-05-04,CUST-00100,Elizabeth Costa,Small Business,Italy,Europe,Electronics,Smartphone Case,3,68.97,0.2,7.58,Credit Card,Completed
ORD-101427,2024-05-27,CUST-00559,Patricia Khan,Enterprise,India,Asia,Electronics,Headphones,1,59.1,0.0,12.8,Credit Card,Completed
ORD-102003,2024-10-23,CUST-00524,Liam Martinez,Consumer,France,Europe,Apparel,Wool Socks,1,14.35,0.05,10.25,Credit Card,Completed
ORD-104454,2024-07-03,CUST-00332,Fatima Jones,Enterprise,Germany,Europe,Apparel,T-Shirt,1,33.15,0.1,23.43,Credit Card,Completed
ORD-106817,2023-05-02,CUST-00550,Jennifer Khan,Enterprise,Japan,Asia,Electronics,Bluetooth Speaker,1,201.75,0.05,24.69,Debit Card,Completed
ORD-103811,2024-07-06,CUST-00370,Patricia Davis,Enterprise,United States,North America,Electronics,Headphones,1,125.96,0.0,10.67,Credit Card,Cancelled
ORD-105613,2024-10-06,CUST-00303,Yuki Martinez,Consumer,Canada,North America,Electronics,Headphones,1,207.14,0.05,7.06,PayPal,Completed
ORD-102338,2023-01-30,CUST-00399,Tom Rossi,,Canada,North America,Apparel,Denim Jacket,1,24.21,0.0,11.26,PayPal,Completed
ORD-102441,2024-07-18,CUST-00347,Sofia Rodriguez,Consumer,United States,North America,Sports & Outdoors,Resistance Bands,2,139.4,0.0,24.38,Debit Card,Completed
ORD-100129,2024-07-10,CUST-00359,Chen Rossi,Consumer,France,Europe,Electronics,Bluetooth Speaker,1,46.39,0.0,12.1,Debit Card,Completed
ORD-101010,2023-11-18,CUST-00027,,Small Business,Italy,Europe,Electronics,Bluetooth Speaker,1,114.84,0.05,18.33,Bank Transfer,Cancelled
ORD-101814,2023-08-09,CUST-00545,,,Mexico,South America,Electronics,Laptop Stand,1,97.06,0.05,14.42,Credit Card,Completed
ORD-101291,2024-06-15,CUST-00126,Tom Williams,Enterprise,Germany,Europe,Sports & Outdoors,Camping Tent,1,129.29,0.0,14.71,Debit Card,Completed
ORD-104754,2024-08-09,CUST-00175,Carlos Brown,Small Business,UNITED STATES,North America,Sports & Outdoors,Resistance Bands,1,65.95,0.0,21.52,Gift Card,Completed
ORD-103874,2023-10-10,CUST-00074,Robert Davis,Consumer,Germany,Europe,Sports & Outdoors,Resistance Bands,1,139.94,0.05,17.2,Bank Transfer,Completed
ORD-105198,2024-09-28,CUST-00298,James Nakamura,Consumer,United States,North America,Apparel,Baseball Cap,1,8.41,0.0,7.53,PayPal,Completed
ORD-102772,2024-08-28,CUST-00367,David Rossi,Consumer,United States,North America,Electronics,USB-C Cable,1,97.89,0.0,10.62,Credit Card,Completed
ORD-100202,2023-11-28,CUST-00534,Grace Garcia,Enterprise,United States,North America,Apparel,Wool Socks,4,62.08,0.05,,PayPal,Completed
ORD-106282,2024-02-02,CUST-00561,Grace Tanaka,,India,Asia,Electronics,Smartphone Case,3,190.8,0.0,,Credit Card,Completed
ORD-106884,2024-04-14,CUST-00185,Elizabeth Brown,Enterprise,United States,North America,Sports & Outdoors,Resistance Bands,1,121.69,0.0,11.3,PayPal,Completed
ORD-100955,2024-10-05,CUST-00590,Robert Johnson,Consumer,Singapore,Asia,Apparel,Baseball Cap,1,21.98,0.0,18.49,Credit Card,Completed
ORD-102419,2024-05-01,CUST-00084,Ines Rodriguez,Small Business,Australia,Oceania,Beauty,Lip Balm,2,55.63,0.0,18.4,Credit Card,Completed
ORD-104021,2023-08-01,CUST-00248,David Williams,Small Business,United States,North America,Apparel,Running Shoes,1,73.54,0.1,4.83,PayPal,Completed
ORD-100830,2023-05-22,CUST-00067,Mary Brown,Consumer,Japan,Asia,Electronics,Bluetooth Speaker,1,206.73,0.0,20.22,Credit Card,Completed
ORD-102362,2024-07-21,CUST-00490,Fatima Jones,Small Business,United States,North America,Electronics,Smartphone Case,1,137.03,0.0,9.7,Debit Card,Completed
ORD-106294,2024-04-15,CUST-00529,Fatima Silva,Enterprise,United Kingdom,Europe,Sports & Outdoors,Hiking Backpack,1,150.24,0.0,23.08,PayPal,Completed
ORD-104690,2023-04-19,CUST-00340,Grace Costa,Consumer,Germany,Europe,Electronics,USB-C Cable,4,21.47,0.0,7.66,Credit Card,Completed
ORD-103908,2023-10-02,CUST-00213,Ines Muller,Small Business,Japan,Asia,Electronics,Bluetooth Speaker,2,68.37,0.0,20.06,Credit Card,Completed
ORD-100971,2024-06-07,CUST-00642,Hiro Davis,Consumer,United States,North America,Apparel,T-Shirt,2,14.32,0.0,24.11,Bank Transfer,Completed
ORD-100203,2024-03-18,CUST-00374,Liam Rossi,Small Business,United States,North America,Home & Kitchen,Coffee Maker,1,26.64,0.0,15.58,Credit Card,Completed
ORD-100983,2023-12-30,CUST-00577,Ana Smith,Consumer,Brazil,South America,Home & Kitchen,Coffee Maker,2,73.61,0.0,22.04,Debit Card,Completed
ORD-103697,2024-01-19,CUST-00603,Lucas Johnson,Consumer,United Kingdom,Europe,Apparel,Wool Socks,-2,89.49,0.0,14.12,Gift Card,Completed
ORD-103319,2024-06-05,CUST-00415,Wei Davis,Consumer,United Kingdom,Europe,Office,Standing Desk Mat,1,40.85,0.05,24.67,Bank Transfer,Completed
ORD-105642,2024-09-04,CUST-00216,Linda Rossi,Consumer,France,Europe,Beauty,Face Serum,1,38.67,0.0,20.32,Bank Transfer,Completed
ORD-104913,2023-10-19,CUST-00724,Ana Kumar,Consumer,CANADA,North America,Sports & Outdoors,Yoga Mat,1,175.24,0.05,9.87,Debit Card,Completed
ORD-102381,2024-01-31,CUST-00405,Wei Zhang,Consumer,Canada,North America,Apparel,Baseball Cap,2,54.0,0.0,22.34,Credit Card,Completed
ORD-102487,2024-08-09,CUST-00068,Elizabeth Nakamura,Consumer,United States,North America,Electronics,USB-C Cable,1,132.52,0.0,24.73,PayPal,Completed
ORD-105820,2024-10-28,CUST-00735,Linda Rossi,Consumer,United Kingdom,Europe,Sports & Outdoors,Camping Tent,2,110.89,0.0,20.49,Gift Card,Completed
